Age,BusinessTravel,Department,DistanceFromHome,Education,Gender,JobRole,MaritalStatus,MonthlyIncome,YearsAtCompany,prediction
27,Travel_Rarely,Research & Development,11,1,Male,Laboratory Technician,Married,2099,5,0
36,Travel_Rarely,Research & Development,4,4,Male,Laboratory Technician,Single,5810,10,0
36,Travel_Rarely,Sales,16,4,Female,Sales Executive,Married,5647,3,0
47,Travel_Rarely,Research & Development,1,3,Male,Research Scientist,Married,3420,6,0
25,Travel_Rarely,Sales,9,2,Male,Sales Representative,Married,4400,3,1
37,Non-Travel,Research & Development,5,2,Male,Laboratory Technician,Single,3500,6,0
56,Travel_Rarely,Research & Development,1,2,Female,Research Scientist,Married,2066,3,0
47,Travel_Rarely,Research & Development,2,4,Female,Research Director,Married,17169,20,0
24,Travel_Rarely,Sales,4,1,Female,Sales Executive,Married,4162,5,0
32,Travel_Rarely,Sales,7,5,Male,Sales Executive,Married,9204,4,0
34,Travel_Rarely,Research & Development,1,3,Female,Laboratory Technician,Married,3294,5,0
41,Travel_Rarely,Research & Development,5,5,Male,Research Scientist,Married,2127,4,0
40,Non-Travel,Research & Development,9,4,Male,Laboratory Technician,Divorced,3975,8,0
31,Travel_Rarely,Sales,8,2,Male,Sales Executive,Divorced,10793,13,0
46,Travel_Rarely,Sales,9,3,Male,Sales Executive,Divorced,10096,7,1
39,Non-Travel,Research & Development,2,3,Female,Laboratory Technician,Single,3646,1,1
31,Travel_Frequently,Research & Development,1,5,Female,Manufacturing Director,Single,7446,10,1
45,Travel_Rarely,Research & Development,20,3,Male,Healthcare Representative,Divorced,10851,7,0
31,Travel_Rarely,Human Resources,8,2,Female,Human Resources,Single,2109,3,0
31,Travel_Frequently,Research & Development,2,3,Male,Laboratory Technician,Married,3722,2,1
45,Travel_Rarely,Research & Development,29,3,Male,Manufacturing Director,Married,9380,3,0
48,Travel_Rarely,Sales,7,3,Male,Sales Executive,Divorced,5486,2,0
34,Travel_Rarely,Human Resources,9,4,Female,Human Resources,Married,2742,2,1
40,Non-Travel,Research & Development,8,1,Male,Research Director,Divorced,13757,9,0
28,Travel_Rarely,Sales,5,3,Male,Sales Executive,Single,8463,5,0
44,Non-Travel,Research & Development,5,3,Male,Laboratory Technician,Single,3162,5,0
53,Travel_Rarely,Research & Development,2,3,Male,Research Director,Single,16598,9,0
49,Travel_Rarely,Research & Development,5,4,Male,Healthcare Representative,Married,6651,3,0
40,Travel_Rarely,Research & Development,2,3,Male,Research Scientist,Divorced,2345,3,0
44,Travel_Rarely,Research & Development,20,3,Male,Research Scientist,Single,3420,5,0
33,Travel_Frequently,Sales,7,3,Male,Sales Executive,Married,4373,4,0
34,Travel_Rarely,Sales,3,3,Male,Sales Executive,Single,4759,13,0
30,Travel_Rarely,Sales,16,1,Male,Sales Executive,Married,5301,2,0
42,Travel_Frequently,Research & Development,9,2,Female,Laboratory Technician,Single,3673,12,0
44,Travel_Frequently,Sales,1,5,Female,Sales Executive,Married,4768,1,0
30,Non-Travel,Research & Development,7,3,Male,Research Scientist,Divorced,1274,1,0
57,Travel_Rarely,Research & Development,1,2,Male,Research Scientist,Married,4900,12,0
49,Travel_Rarely,Research & Development,7,4,Male,Healthcare Representative,Divorced,10466,8,0
34,Travel_Frequently,Research & Development,15,3,Male,Research Director,Divorced,17007,14,0
28,Travel_Frequently,Sales,1,3,Male,Sales Representative,Married,2909,3,1
29,Travel_Frequently,Sales,13,3,Female,Sales Executive,Single,5765,5,1
34,Travel_Rarely,Sales,24,4,Female,Sales Executive,Single,4599,15,1
35,Travel_Rarely,Sales,7,1,Male,Sales Representative,Married,2404,1,0
24,Travel_Frequently,Research & Development,9,3,Male,Laboratory Technician,Single,3172,0,1
24,Non-Travel,Sales,13,2,Female,Sales Representative,Married,2033,1,0
44,Travel_Frequently,Research & Development,2,1,Male,Manufacturing Director,Single,10209,2,0
29,Travel_Rarely,Sales,19,3,Male,Sales Executive,Divorced,8620,10,0
30,Travel_Rarely,Human Resources,1,3,Male,Human Resources,Divorced,2064,5,0
55,Travel_Rarely,Research & Development,4,4,Male,Healthcare Representative,Married,4035,3,0
33,Travel_Rarely,Research & Development,4,4,Female,Laboratory Technician,Married,3838,5,0
47,Travel_Rarely,Sales,14,3,Female,Sales Executive,Married,4591,5,0
28,Travel_Frequently,Research & Development,2,2,Male,Laboratory Technician,Single,2561,0,1
28,Travel_Rarely,Research & Development,1,3,Male,Research Scientist,Divorced,1563,1,0
28,Travel_Frequently,Sales,7,3,Male,Sales Executive,Single,4898,4,0
49,Travel_Rarely,Research & Development,3,2,Female,Laboratory Technician,Married,4789,3,0
29,Travel_Frequently,Research & Development,2,1,Female,Laboratory Technician,Married,3180,3,0
28,Travel_Rarely,Research & Development,29,1,Male,Manufacturing Director,Married,6549,8,0
33,Travel_Rarely,Research & Development,8,5,Male,Healthcare Representative,Single,6388,0,0
32,Travel_Rarely,Research & Development,10,3,Male,Manager,Single,11244,5,0
54,Travel_Frequently,Research & Development,11,4,Female,Manager,Divorced,16032,14,0
29,Travel_Rarely,Research & Development,1,4,Male,Research Scientist,Single,2362,9,1
44,Travel_Rarely,Research & Development,28,3,Male,Research Director,Married,16328,20,0
39,Travel_Rarely,Research & Development,6,3,Female,Manufacturing Director,Single,8376,2,0
46,Travel_Rarely,Sales,3,3,Female,Manager,Married,16606,13,0
35,Travel_Rarely,Research & Development,16,3,Female,Healthcare Representative,Single,8606,11,0
23,Travel_Rarely,Research & Development,20,1,Male,Laboratory Technician,Single,2272,4,0
40,Travel_Rarely,Research & Development,9,4,Male,Laboratory Technician,Single,2018,5,1
34,Travel_Rarely,Sales,1,3,Male,Sales Executive,Married,7083,10,0
31,Travel_Frequently,Research & Development,3,3,Female,Research Scientist,Single,4084,7,1
50,Travel_Frequently,Research & Development,22,5,Male,Research Director,Single,14411,32,0
34,Travel_Rarely,Sales,7,2,Male,Sales Representative,Married,2308,11,0
42,Travel_Rarely,Research & Development,2,3,Male,Laboratory Technician,Married,4841,1,0
37,Travel_Rarely,Research & Development,13,3,Male,Research Scientist,Married,4285,10,0
29,Travel_Rarely,Research & Development,8,1,Female,Healthcare Representative,Married,9715,7,0
33,Travel_Rarely,Research & Development,25,3,Male,Manufacturing Director,Single,4320,5,0
45,Travel_Rarely,Research & Development,28,3,Male,Research Scientist,Married,2132,5,0
42,Travel_Frequently,Research & Development,2,3,Male,Healthcare Representative,Married,10124,20,0
40,Travel_Rarely,Sales,9,2,Male,Sales Executive,Married,5473,8,0
33,Travel_Rarely,Research & Development,28,4,Male,Laboratory Technician,Married,5207,15,0
40,Travel_Rarely,Human Resources,6,2,Male,Manager,Single,16437,21,0
24,Travel_Rarely,Research & Development,21,2,Male,Laboratory Technician,Divorced,2296,1,0
40,Non-Travel,Research & Development,8,2,Male,Healthcare Representative,Divorced,4069,2,0
45,Travel_Rarely,Research & Development,1,4,Male,Healthcare Representative,Divorced,7441,10,0
35,Travel_Rarely,Sales,28,4,Female,Sales Representative,Married,2430,5,0
32,Travel_Rarely,Research & Development,5,2,Female,Research Scientist,Married,5878,7,0
36,Travel_Rarely,Sales,2,4,Male,Sales Representative,Single,2644,3,0
48,Travel_Rarely,Sales,16,4,Female,Sales Executive,Divorced,6439,8,0
29,Travel_Rarely,Research & Development,9,3,Male,Research Scientist,Married,2451,1,0
33,Travel_Rarely,Sales,8,4,Male,Sales Executive,Married,6392,2,0
30,Travel_Rarely,Sales,1,3,Male,Sales Executive,Married,9714,10,1
38,Travel_Frequently,Human Resources,10,4,Male,Human Resources,Married,6077,6,0
35,Travel_Rarely,Research & Development,1,3,Male,Laboratory Technician,Single,2450,3,0
30,Travel_Rarely,Sales,29,4,Male,Sales Executive,Married,9250,4,0
35,Travel_Rarely,Research & Development,2,3,Female,Laboratory Technician,Divorced,2074,1,1
53,Travel_Rarely,Research & Development,2,5,Female,Manufacturing Director,Married,10169,33,1
38,Travel_Rarely,Research & Development,2,3,Male,Manufacturing Director,Married,4855,5,1
32,Non-Travel,Research & Development,1,4,Male,Research Scientist,Married,4087,6,0
48,Travel_Rarely,Research & Development,15,4,Female,Research Scientist,Married,2367,8,0
34,Travel_Rarely,Research & Development,7,4,Male,Research Scientist,Single,2972,1,0
55,Travel_Rarely,Sales,26,5,Male,Manager,Married,19586,36,0
34,Travel_Rarely,Research & Development,1,4,Male,Research Scientist,Married,5484,2,0
26,Travel_Rarely,Research & Development,3,3,Female,Research Scientist,Married,2061,1,0
38,Travel_Rarely,Sales,14,3,Male,Sales Executive,Married,9924,9,0
38,Travel_Rarely,Sales,16,3,Female,Sales Executive,Single,4198,3,0
36,Travel_Rarely,Sales,1,4,Female,Sales Executive,Single,6815,1,0
29,Travel_Rarely,Research & Development,3,1,Male,Laboratory Technician,Single,4723,10,0
35,Travel_Rarely,Research & Development,10,4,Female,Healthcare Representative,Single,6142,5,0
39,Travel_Rarely,Sales,6,3,Male,Sales Executive,Married,8237,7,0
29,Travel_Frequently,Research & Development,2,1,Male,Healthcare Representative,Divorced,8853,6,0
50,Travel_Rarely,Sales,9,3,Male,Manager,Married,19331,1,0
23,Travel_Rarely,Research & Development,10,3,Male,Research Scientist,Married,2073,2,0
36,Travel_Frequently,Research & Development,6,4,Male,Laboratory Technician,Married,5562,3,0
42,Travel_Rarely,Research & Development,9,2,Male,Manager,Single,19613,1,0
35,Travel_Rarely,Research & Development,28,3,Male,Laboratory Technician,Married,3407,10,0
34,Travel_Frequently,Research & Development,10,4,Male,Healthcare Representative,Married,5063,8,0
40,Travel_Rarely,Sales,14,2,Female,Sales Executive,Married,4639,5,0
43,Travel_Rarely,Research & Development,27,3,Male,Laboratory Technician,Divorced,4876,6,0
35,Travel_Rarely,Research & Development,7,2,Male,Laboratory Technician,Married,2690,1,0
46,Travel_Rarely,Sales,1,4,Male,Manager,Single,17567,26,0
28,Travel_Rarely,Research & Development,24,3,Male,Laboratory Technician,Married,2408,1,1
22,Non-Travel,Research & Development,26,2,Female,Research Scientist,Married,2814,4,0
50,Travel_Frequently,Research & Development,20,5,Male,Healthcare Representative,Married,11245,30,0
32,Travel_Rarely,Research & Development,5,4,Female,Research Scientist,Married,3312,3,0
44,Travel_Rarely,Research & Development,7,3,Female,Research Director,Divorced,19049,22,0
30,Travel_Rarely,Research & Development,7,3,Male,Research Scientist,Married,2141,6,0
45,Travel_Rarely,Research & Development,5,5,Female,Laboratory Technician,Single,5769,10,0
45,Non-Travel,Sales,26,3,Male,Sales Executive,Married,4385,10,0
31,Travel_Frequently,Sales,2,4,Male,Sales Executive,Single,5332,5,0
36,Travel_Rarely,Research & Development,12,4,Female,Manufacturing Director,Married,4663,3,0
34,Travel_Frequently,Research & Development,10,4,Male,Manufacturing Director,Divorced,4724,9,0
49,Travel_Rarely,Research & Development,25,4,Female,Laboratory Technician,Married,3211,9,0
39,Travel_Rarely,Research & Development,10,5,Male,Manufacturing Director,Married,5377,7,0
27,Travel_Rarely,Research & Development,19,3,Male,Laboratory Technician,Divorced,4066,7,0
35,Travel_Rarely,Research & Development,18,5,Male,Research Scientist,Married,5208,16,0
28,Travel_Rarely,Research & Development,27,3,Female,Manufacturing Director,Divorced,4877,5,0
21,Travel_Rarely,Research & Development,5,1,Male,Research Scientist,Single,3117,2,0
18,Travel_Frequently,Sales,3,2,Female,Sales Representative,Single,1569,0,1
47,Travel_Rarely,Human Resources,26,4,Female,Manager,Married,19658,5,0
39,Travel_Rarely,Research & Development,3,2,Male,Laboratory Technician,Divorced,3069,10,0
40,Travel_Rarely,Research & Development,15,3,Female,Manufacturing Director,Married,10435,18,0
35,Non-Travel,Research & Development,8,4,Female,Healthcare Representative,Married,4148,14,0
37,Travel_Rarely,Research & Development,19,3,Male,Manufacturing Director,Married,5768,4,0
39,Travel_Frequently,Research & Development,4,3,Female,Manufacturing Director,Single,5042,9,0
45,Travel_Rarely,Research & Development,2,2,Female,Manufacturing Director,Divorced,5770,10,0
38,Travel_Rarely,Research & Development,2,2,Female,Manufacturing Director,Married,7756,5,0
35,Travel_Rarely,Sales,10,3,Male,Sales Executive,Married,10306,13,1
37,Travel_Rarely,Research & Development,10,3,Female,Research Scientist,Married,3936,8,0
40,Travel_Rarely,Research & Development,16,3,Female,Manufacturing Director,Single,7945,4,0
44,Travel_Frequently,Human Resources,1,5,Male,Human Resources,Married,5743,10,0
48,Travel_Frequently,Research & Development,4,5,Male,Manager,Married,15202,2,0
35,Travel_Rarely,Sales,15,2,Male,Sales Executive,Divorced,5440,2,1
24,Travel_Frequently,Research & Development,2,1,Female,Research Scientist,Single,3760,6,0
27,Travel_Rarely,Research & Development,8,3,Female,Research Scientist,Married,3517,3,0
27,Travel_Frequently,Research & Development,2,3,Male,Research Scientist,Single,2580,4,0
40,Travel_Rarely,Research & Development,7,3,Male,Laboratory Technician,Single,2166,4,1
29,Travel_Rarely,Sales,10,3,Male,Sales Executive,Single,5869,5,0
36,Travel_Rarely,Research & Development,5,4,Female,Healthcare Representative,Married,8008,3,0
25,Travel_Frequently,Research & Development,2,1,Male,Manufacturing Director,Divorced,5206,7,0
39,Travel_Rarely,Research & Development,12,3,Male,Manufacturing Director,Married,5295,5,0
49,Travel_Rarely,Research & Development,22,4,Female,Research Director,Married,16413,4,0
50,Travel_Rarely,Research & Development,17,5,Female,Research Director,Divorced,13269,14,0
20,Travel_Rarely,Sales,2,3,Female,Sales Representative,Single,2783,2,0
34,Travel_Rarely,Research & Development,3,3,Female,Research Scientist,Divorced,5433,11,0
36,Travel_Rarely,Research & Development,7,3,Male,Laboratory Technician,Single,2013,4,0
49,Travel_Rarely,Research & Development,6,1,Female,Healthcare Representative,Married,13966,15,0
36,Non-Travel,Research & Development,1,4,Female,Manufacturing Director,Married,4374,3,0
36,Travel_Rarely,Research & Development,3,2,Male,Healthcare Representative,Divorced,6842,5,0
54,Travel_Rarely,Research & Development,22,5,Female,Manager,Married,17426,10,0
43,Travel_Rarely,Research & Development,15,2,Male,Research Director,Married,17603,14,0
35,Travel_Frequently,Sales,12,4,Male,Sales Executive,Single,4581,11,1
38,Travel_Frequently,Research & Development,1,3,Male,Research Scientist,Married,4735,13,0
29,Travel_Rarely,Sales,5,3,Male,Sales Executive,Divorced,4187,10,0
33,Travel_Rarely,Sales,2,4,Male,Sales Executive,Divorced,5505,6,0
32,Travel_Rarely,Research & Development,2,3,Male,Research Scientist,Divorced,5470,9,0
31,Travel_Rarely,Sales,5,4,Female,Sales Executive,Married,5476,10,0
49,Travel_Rarely,Research & Development,16,3,Female,Laboratory Technician,Divorced,2587,2,0
38,Travel_Frequently,Research & Development,2,3,Female,Laboratory Technician,Single,2440,4,0
47,Travel_Rarely,Sales,2,4,Female,Manager,Divorced,15972,3,0
49,Travel_Rarely,Research & Development,1,3,Male,Manager,Single,15379,8,0
41,Travel_Rarely,Sales,23,2,Male,Sales Executive,Single,7082,2,0
20,Travel_Rarely,Sales,9,1,Male,Sales Representative,Single,2728,2,0
33,Non-Travel,Sales,16,3,Female,Sales Executive,Divorced,5368,6,0
36,Travel_Rarely,Research & Development,26,4,Male,Healthcare Representative,Married,5347,3,0
44,Travel_Rarely,Human Resources,1,3,Female,Human Resources,Divorced,3195,2,0
23,Travel_Rarely,Research & Development,8,1,Male,Laboratory Technician,Single,3989,5,1
38,Travel_Rarely,Research & Development,4,2,Female,Laboratory Technician,Married,3306,0,0
53,Travel_Rarely,Research & Development,24,4,Male,Healthcare Representative,Married,7005,4,0
48,Travel_Frequently,Sales,7,2,Female,Sales Representative,Married,2655,9,1
32,Travel_Rarely,Research & Development,2,4,Male,Laboratory Technician,Single,1393,1,1
26,Non-Travel,Research & Development,7,3,Male,Laboratory Technician,Single,2570,7,0
55,Travel_Rarely,Research & Development,22,3,Male,Research Scientist,Divorced,3537,4,0
34,Travel_Rarely,Research & Development,5,2,Male,Laboratory Technician,Married,3986,15,0
60,Travel_Rarely,Research & Development,1,4,Male,Healthcare Representative,Divorced,10883,1,0
33,Travel_Rarely,Research & Development,21,3,Male,Laboratory Technician,Married,2028,14,0
37,Travel_Frequently,Sales,1,4,Male,Sales Executive,Divorced,9525,6,0
34,Travel_Rarely,Research & Development,19,3,Female,Research Scientist,Married,2929,10,0
23,Travel_Rarely,Sales,7,3,Male,Sales Representative,Divorced,2275,3,1
44,Travel_Rarely,Research & Development,2,3,Female,Healthcare Representative,Married,7879,8,0
35,Travel_Frequently,Research & Development,2,4,Male,Research Scientist,Single,4930,5,0
43,Travel_Rarely,Sales,2,3,Male,Sales Executive,Married,7847,10,0
24,Travel_Rarely,Research & Development,9,3,Male,Research Scientist,Married,4401,5,0
41,Travel_Rarely,Sales,6,3,Male,Sales Executive,Single,9241,10,0
29,Travel_Rarely,Research & Development,9,4,Female,Laboratory Technician,Married,2974,5,0
36,Travel_Rarely,Sales,2,4,Female,Sales Representative,Single,4502,13,0
45,Non-Travel,Research & Development,1,1,Male,Healthcare Representative,Married,10748,23,0
24,Travel_Rarely,Human Resources,22,1,Male,Human Resources,Married,1555,1,1
47,Travel_Frequently,Sales,9,3,Male,Sales Executive,Married,12936,23,1
26,Travel_Rarely,Research & Development,17,4,Male,Laboratory Technician,Married,2305,3,0
45,Travel_Rarely,Research & Development,28,2,Female,Research Director,Single,16704,21,0
32,Travel_Frequently,Research & Development,10,3,Male,Research Scientist,Married,3433,5,0
31,Travel_Rarely,Research & Development,2,4,Male,Laboratory Technician,Married,3477,5,0
41,Non-Travel,Human Resources,4,3,Male,Human Resources,Married,6430,3,0
40,Travel_Rarely,Research & Development,8,2,Female,Manufacturing Director,Married,6516,1,0
24,Travel_Rarely,Research & Development,29,1,Male,Laboratory Technician,Divorced,3907,6,0
46,Travel_Rarely,Research & Development,13,4,Male,Healthcare Representative,Single,5562,10,0
35,Travel_Rarely,Research & Development,27,4,Male,Manufacturing Director,Married,6883,7,0
30,Travel_Rarely,Research & Development,16,1,Male,Research Scientist,Married,2862,10,0
47,Non-Travel,Sales,2,4,Male,Sales Executive,Married,4978,1,0
46,Travel_Rarely,Sales,2,3,Male,Sales Executive,Divorced,10368,10,0
36,Travel_Rarely,Sales,13,5,Male,Sales Executive,Divorced,6134,2,1
32,Travel_Rarely,Sales,1,2,Male,Sales Executive,Single,6735,0,1
23,Travel_Rarely,Research & Development,4,1,Female,Laboratory Technician,Single,3295,3,0
31,Travel_Frequently,Research & Development,24,1,Female,Manufacturing Director,Single,5238,5,0
39,Non-Travel,Research & Development,1,3,Male,Laboratory Technician,Married,6472,9,0
32,Travel_Rarely,Sales,19,3,Male,Sales Executive,Married,9610,4,0
40,Travel_Rarely,Sales,7,4,Male,Manager,Single,19833,21,0
45,Travel_Rarely,Human Resources,4,3,Female,Human Resources,Married,9756,5,0
30,Travel_Frequently,Research & Development,2,4,Female,Research Scientist,Single,4968,9,0
24,Travel_Frequently,Human Resources,10,3,Male,Human Resources,Married,2145,2,0
30,Travel_Frequently,Human Resources,8,3,Female,Human Resources,Divorced,2180,4,1
31,Travel_Rarely,Sales,5,3,Male,Sales Executive,Married,8346,5,0
27,Travel_Rarely,Research & Development,8,3,Female,Research Scientist,Single,3445,6,0
29,Travel_Rarely,Sales,9,3,Female,Sales Representative,Single,2760,2,1
29,Travel_Frequently,Research & Development,1,3,Male,Healthcare Representative,Single,6294,3,0
30,Travel_Rarely,Sales,15,2,Male,Sales Executive,Divorced,7140,7,0
34,Travel_Rarely,Research & Development,2,4,Male,Research Scientist,Married,2932,5,0
33,Non-Travel,Sales,2,3,Female,Sales Executive,Single,5147,11,0
49,Travel_Rarely,Sales,11,4,Female,Sales Executive,Single,4507,5,0
33,Travel_Rarely,Sales,16,3,Female,Sales Executive,Single,8564,0,1
38,Travel_Frequently,Research & Development,2,2,Female,Laboratory Technician,Married,2468,6,0
31,Travel_Rarely,Sales,16,4,Male,Sales Executive,Married,8161,1,1
29,Travel_Rarely,Research & Development,4,3,Female,Research Scientist,Divorced,2109,1,0
30,Travel_Rarely,Research & Development,16,3,Male,Healthcare Representative,Married,5294,7,0
32,Non-Travel,Research & Development,5,4,Male,Research Scientist,Single,2718,7,0
38,Travel_Rarely,Research & Development,18,3,Male,Healthcare Representative,Married,5811,1,0
43,Travel_Frequently,Research & Development,17,3,Male,Research Scientist,Married,2437,1,1
42,Travel_Rarely,Research & Development,12,3,Male,Laboratory Technician,Divorced,2766,5,0
55,Travel_Rarely,Research & Development,2,3,Male,Research Director,Married,19038,1,0
33,Non-Travel,Research & Development,4,3,Male,Research Scientist,Divorced,3055,9,0
41,Travel_Rarely,Research & Development,9,4,Male,Laboratory Technician,Divorced,2289,5,0
34,Non-Travel,Sales,10,3,Male,Sales Executive,Divorced,4001,15,0
53,Non-Travel,Research & Development,1,4,Female,Manufacturing Director,Married,12965,3,0
43,Travel_Rarely,Human Resources,2,3,Male,Human Resources,Single,3539,9,0
34,Travel_Rarely,Sales,3,2,Female,Sales Executive,Single,6029,2,0
21,Travel_Rarely,Sales,7,1,Male,Sales Representative,Single,2679,1,1
38,Travel_Rarely,Research & Development,6,2,Female,Laboratory Technician,Married,3702,5,0
22,Travel_Rarely,Research & Development,8,1,Female,Laboratory Technician,Married,2398,1,1
31,Travel_Rarely,Sales,29,4,Female,Sales Executive,Married,5468,12,0
51,Travel_Rarely,Research & Development,3,3,Female,Manager,Married,13116,2,0
37,Travel_Rarely,Sales,9,2,Male,Sales Executive,Married,4189,5,0
46,Travel_Rarely,Research & Development,2,4,Male,Research Director,Divorced,19328,2,0
36,Travel_Rarely,Research & Development,10,3,Male,Healthcare Representative,Married,8321,12,0
44,Travel_Frequently,Research & Development,1,2,Male,Research Scientist,Divorced,2342,5,1
37,Travel_Rarely,Human Resources,8,2,Male,Human Resources,Divorced,4071,10,0
35,Travel_Rarely,Sales,27,3,Male,Sales Executive,Single,5813,10,1
33,Travel_Rarely,Research & Development,8,4,Male,Research Scientist,Married,3143,10,0
28,Travel_Rarely,Research & Development,1,3,Male,Research Scientist,Married,2044,5,0
39,Travel_Rarely,Research & Development,10,1,Male,Research Director,Single,13464,4,0
46,Non-Travel,Sales,26,2,Male,Sales Executive,Single,7991,2,0
40,Travel_Rarely,Research & Development,2,2,Female,Laboratory Technician,Married,3377,4,0
42,Travel_Rarely,Research & Development,13,3,Male,Healthcare Representative,Married,5538,0,0
35,Non-Travel,Research & Development,2,2,Male,Manufacturing Director,Divorced,5762,7,0
38,Non-Travel,Human Resources,2,3,Male,Human Resources,Divorced,2592,11,0
34,Travel_Frequently,Research & Development,9,4,Male,Laboratory Technician,Married,5346,7,1
37,Travel_Rarely,Research & Development,10,4,Male,Manufacturing Director,Single,4213,10,1
39,Travel_Frequently,Sales,20,3,Male,Sales Executive,Divorced,4127,2,0
43,Non-Travel,Research & Development,9,3,Male,Research Scientist,Single,2438,3,0
41,Travel_Rarely,Research & Development,5,3,Male,Healthcare Representative,Single,6870,3,0
41,Travel_Rarely,Sales,4,1,Female,Sales Executive,Divorced,10447,22,0
30,Travel_Rarely,Research & Development,10,3,Female,Manufacturing Director,Single,9667,7,0
26,Travel_Rarely,Human Resources,20,2,Female,Human Resources,Married,2148,5,1
46,Travel_Rarely,Research & Development,21,2,Female,Healthcare Representative,Married,8926,9,1
40,Travel_Rarely,Research & Development,1,3,Female,Healthcare Representative,Divorced,6513,5,0
34,Travel_Rarely,Sales,8,2,Male,Sales Executive,Married,6799,10,0
58,Non-Travel,Sales,2,3,Male,Manager,Divorced,16291,16,0
35,Travel_Rarely,Research & Development,23,4,Male,Laboratory Technician,Married,2705,5,0
47,Travel_Rarely,Research & Development,4,3,Female,Manufacturing Director,Divorced,10333,22,0
40,Travel_Rarely,Research & Development,12,3,Female,Healthcare Representative,Divorced,4448,7,0
54,Travel_Rarely,Research & Development,7,4,Female,Research Scientist,Married,6854,7,0
31,Travel_Frequently,Sales,7,4,Female,Sales Executive,Married,9637,3,0
28,Travel_Rarely,Research & Development,1,3,Female,Research Scientist,Married,3591,3,0
38,Travel_Rarely,Sales,2,4,Female,Sales Representative,Married,5405,4,0
26,Travel_Rarely,Sales,10,3,Male,Sales Executive,Single,4684,5,0
58,Travel_Frequently,Research & Development,15,4,Male,Research Director,Married,15787,2,0
18,Non-Travel,Research & Development,14,3,Female,Research Scientist,Single,1514,0,0
31,Travel_Rarely,Human Resources,18,5,Male,Human Resources,Married,2956,1,1
29,Travel_Rarely,Human Resources,13,3,Male,Human Resources,Divorced,2335,2,1
45,Non-Travel,Sales,2,4,Female,Sales Executive,Married,5154,8,0
36,Travel_Rarely,Research & Development,2,4,Female,Research Scientist,Married,6962,1,0
43,Travel_Frequently,Sales,2,4,Male,Sales Executive,Married,5675,7,0
27,Travel_Frequently,Research & Development,5,2,Female,Laboratory Technician,Single,2379,5,0
29,Travel_Frequently,Research & Development,20,1,Male,Laboratory Technician,Married,3812,11,0
32,Travel_Frequently,Sales,10,4,Male,Sales Executive,Single,4648,0,0
42,Non-Travel,Research & Development,10,4,Male,Research Scientist,Married,2936,6,0
47,Travel_Rarely,Research & Development,9,4,Female,Laboratory Technician,Single,2105,2,0
46,Travel_Rarely,Research & Development,2,2,Male,Manufacturing Director,Divorced,8578,9,0
28,Non-Travel,Human Resources,1,2,Male,Human Resources,Divorced,2706,3,0
29,Travel_Rarely,Research & Development,29,1,Male,Healthcare Representative,Divorced,6384,7,0
42,Travel_Rarely,Research & Development,8,3,Male,Laboratory Technician,Single,3968,0,0
32,Travel_Rarely,Sales,2,4,Male,Sales Executive,Single,9907,2,1
46,Travel_Rarely,Sales,3,3,Female,Sales Executive,Divorced,13225,19,0
27,Travel_Rarely,Sales,23,1,Female,Sales Representative,Married,3540,9,0
29,Travel_Rarely,Human Resources,6,1,Male,Human Resources,Married,2804,1,0
43,Travel_Rarely,Research & Development,6,3,Female,Manager,Married,19392,16,0
48,Travel_Rarely,Research & Development,10,3,Male,Research Director,Married,19665,22,0
29,Travel_Frequently,Research & Development,24,2,Male,Research Scientist,Single,2439,1,1
46,Travel_Rarely,Sales,10,3,Female,Sales Executive,Married,7314,8,1
27,Travel_Frequently,Research & Development,15,3,Female,Research Scientist,Married,4774,7,0
39,Travel_Rarely,Research & Development,19,4,Male,Research Scientist,Divorced,3902,2,0
55,Travel_Rarely,Research & Development,2,4,Male,Research Scientist,Married,2662,5,0
28,Travel_Rarely,Sales,3,3,Female,Sales Representative,Married,2856,1,0
30,Travel_Rarely,Sales,9,3,Male,Sales Representative,Single,1081,1,1
22,Travel_Rarely,Research & Development,7,1,Male,Research Scientist,Single,2472,1,1
36,Travel_Rarely,Sales,10,4,Female,Sales Executive,Married,5673,10,0
31,Travel_Rarely,Research & Development,20,3,Male,Laboratory Technician,Divorced,4197,10,0
34,Travel_Rarely,Sales,4,3,Male,Sales Executive,Married,9713,5,0
29,Travel_Rarely,Research & Development,7,3,Male,Laboratory Technician,Single,2062,3,0
37,Travel_Rarely,Research & Development,7,4,Male,Research Scientist,Married,4284,5,0
35,Travel_Rarely,Research & Development,16,2,Female,Manufacturing Director,Married,4788,3,0
45,Travel_Rarely,Research & Development,25,2,Female,Manufacturing Director,Married,5906,9,0
36,Travel_Frequently,Human Resources,2,1,Male,Human Resources,Single,3886,10,0
40,Travel_Rarely,Research & Development,1,4,Male,Manager,Divorced,16823,19,0
26,Travel_Rarely,Research & Development,1,2,Female,Research Scientist,Married,2933,1,0
27,Travel_Rarely,Sales,2,2,Female,Sales Executive,Single,6500,8,0
48,Travel_Frequently,Research & Development,22,3,Female,Manager,Divorced,17174,22,0
44,Travel_Rarely,Research & Development,1,4,Male,Healthcare Representative,Married,5033,2,0
34,Non-Travel,Research & Development,16,4,Male,Research Scientist,Married,2307,5,1
56,Travel_Rarely,Research & Development,24,2,Male,Laboratory Technician,Single,2587,4,1
36,Travel_Rarely,Sales,17,2,Male,Sales Executive,Married,5507,4,0
